,Name,Email,Country,Product,Price,Quantity,Date,Total Price
826,Steven Jackson,StevenJackson@example.org,Usa,Phone,60.0,3.0,1991-09-04,180.0
827,Matthew Parker,MatthewParker@example.org,Uk,Tablet,60.0,4.0,2002-12-21,240.0
828,Jonathan Stewart,JonathanStewart@example.com,Usa,Headphones,7.0,2.0,1970-05-12,14.0
829,Andrea Moore,AndreaMoore@example.com,Uk,Laptop,400.0,1.0,2009-10-12,400.0
830,Michael Lutz,MichaelLutz@example.net,Bangladesh,Tablet,75.0,2.0,2017-04-06,150.0
831,Lisa Lane,LisaLane@example.com,Uk,Keyboard,20.0,1.0,2005-02-09,20.0
832,Brian Richards,BrianRichards@example.com,Canada,Keyboard,20.0,1.0,2003-10-01,20.0
833,Dawn Jones,DawnJones@example.org,Usa,Tablet,75.0,2.0,2010-12-27,150.0
834,Travis Davis,TravisDavis@example.com,Uk,Tablet,90.0,2.0,2020-10-08,180.0
835,Jackie Newton,JackieNewton@example.com,India,Keyboard,30.0,1.0,2020-03-30,30.0
836,Kelly Porter,KellyPorter@example.net,Usa,Phone,120.0,3.0,2020-12-25,360.0
837,Steven Moreno,StevenMoreno@example.net,Usa,Tablet,60.0,3.0,2004-07-11,180.0
838,Brian Schwartz,BrianSchwartz@example.com,Bangladesh,Tablet,45.0,2.0,1994-03-05,90.0
839,Drew Cook,DrewCook@example.com,Germany,Tablet,60.0,3.0,2008-05-14,180.0
840,Robert Doyle,RobertDoyle@example.org,Uk,Laptop,300.0,3.0,2000-06-10,900.0
841,Stephanie Benson,StephanieBenson@example.net,Uk,Monitor,20.0,4.0,1981-04-05,80.0
842,Ashley Morris,AshleyMorris@example.net,Usa,Laptop,400.0,2.0,2001-10-19,800.0
843,Marilyn Hale MD,MarilynHaleMD@example.com,Usa,Laptop,500.0,4.0,2016-05-23,2000.0
844,Ryan Shaw,RyanShaw@example.net,Usa,Laptop,400.0,2.0,2001-06-04,800.0
845,April Williams,AprilWilliams@example.org,Bangladesh,Laptop,200.0,1.0,1983-08-03,200.0
846,Amanda Parker,AmandaParker@example.com,India,Laptop,300.0,1.0,2000-08-04,300.0
847,Julie Nguyen,JulieNguyen@example.net,Usa,Headphones,21.0,1.0,1991-04-08,21.0
848,Brian Acosta,BrianAcosta@example.com,Usa,Keyboard,15.0,2.0,1994-04-30,30.0
849,Daniel Leach,DanielLeach@example.org,Canada,Headphones,42.0,2.0,2020-02-07,84.0
850,Regina Green,ReginaGreen@example.net,Uk,Headphones,7.0,1.0,1973-10-31,7.0
851,Nicole Benjamin,NicoleBenjamin@example.com,Bangladesh,Keyboard,20.0,3.0,2002-11-03,60.0
852,Parker Little,ParkerLittle@example.org,Usa,Headphones,7.0,2.0,1977-10-14,14.0
853,Clinton Petersen,ClintonPetersen@example.net,Uk,Laptop,400.0,2.0,2004-09-03,800.0
854,Mrs. Madeline Dixon DDS,Mrs.MadelineDixonDDS@example.net,Canada,Monitor,20.0,2.0,1987-08-24,40.0
855,Xavier Johnson,XavierJohnson@example.com,India,Monitor,60.0,3.0,2023-06-13,180.0
856,Dr. Michael Lewis,Dr.MichaelLewis@example.com,Uk,Monitor,50.0,1.0,2015-07-08,50.0
857,Dustin Clarke,DustinClarke@example.org,Usa,Laptop,400.0,2.0,2004-01-23,800.0
858,Kim Gonzalez,KimGonzalez@example.com,Usa,Headphones,28.0,3.0,2006-09-30,84.0
859,Brandon Fowler,BrandonFowler@example.com,Usa,Laptop,300.0,1.0,1993-09-20,300.0
860,Paul Woods,PaulWoods@example.com,Usa,Tablet,75.0,2.0,2010-08-09,150.0
861,Michael Carter,MichaelCarter@example.org,Uk,Laptop,500.0,2.0,2013-11-24,1000.0
862,Teresa Farmer,TeresaFarmer@example.com,Uk,Monitor,10.0,2.0,1977-07-02,20.0
863,Maria Campbell,MariaCampbell@example.net,India,Headphones,35.0,4.0,2016-08-29,140.0
864,Michelle Frank,MichelleFrank@example.com,Uk,Monitor,50.0,4.0,2011-03-19,200.0
865,Benjamin Cox,BenjaminCox@example.org,Usa,Monitor,10.0,3.0,1977-05-19,30.0
866,Michele Small,MicheleSmall@example.org,Usa,Phone,80.0,3.0,2008-08-21,240.0
867,Daniel Wilson,DanielWilson@example.net,Usa,Tablet,15.0,1.0,1971-05-29,15.0
868,David Jenkins,DavidJenkins@example.com,Germany,Phone,60.0,4.0,1996-08-25,240.0
869,Mr. Richard Dickson,Mr.RichardDickson@example.org,Uk,Keyboard,25.0,2.0,2015-02-20,50.0
870,Kimberly Duran,KimberlyDuran@example.net,Germany,Tablet,15.0,4.0,1972-12-07,60.0
871,Julie Nguyen,JulieNguyen@example.net,Germany,Tablet,75.0,4.0,2010-08-19,300.0
872,Eugene Gomez,EugeneGomez@example.net,India,Laptop,600.0,1.0,2022-02-11,600.0
873,Angel Hendrix,AngelHendrix@example.net,Bangladesh,Headphones,14.0,3.0,1985-10-21,42.0
874,Nathan Jones,NathanJones@example.org,Bangladesh,Laptop,100.0,4.0,1978-06-16,400.0
875,Kyle Wiley,KyleWiley@example.net,Canada,Laptop,500.0,2.0,2014-07-02,1000.0
876,Carrie Small,CarrieSmall@example.net,India,Headphones,35.0,4.0,2014-02-08,140.0
877,Jeremiah Lopez,JeremiahLopez@example.org,Usa,Laptop,400.0,2.0,2005-01-10,800.0
878,Gina Davis,GinaDavis@example.com,Canada,Tablet,60.0,2.0,2009-07-15,120.0
879,Alexa Noble,AlexaNoble@example.com,Uk,Headphones,28.0,4.0,2005-09-18,112.0
880,Jennifer Phillips,JenniferPhillips@example.org,Canada,Keyboard,15.0,2.0,2000-06-27,30.0
881,Jeremy Perry,JeremyPerry@example.net,Usa,Headphones,42.0,2.0,2020-11-16,84.0
882,Sara Ortiz,SaraOrtiz@example.com,Bangladesh,Tablet,90.0,1.0,2021-11-17,90.0
883,Mike Ibarra,MikeIbarra@example.com,Usa,Keyboard,20.0,2.0,2001-01-08,40.0
884,Karen Alexander,KarenAlexander@example.org,Usa,Laptop,500.0,2.0,2017-02-08,1000.0
885,Theresa Griffin,TheresaGriffin@example.org,Uk,Phone,120.0,4.0,2024-06-18,480.0
886,Tara Thompson,TaraThompson@example.net,Usa,Monitor,50.0,3.0,2012-06-04,150.0
887,Andrew Garcia,AndrewGarcia@example.org,Uk,Headphones,7.0,3.0,1973-07-27,21.0
888,Chad Andrews,ChadAndrews@example.org,Uk,Tablet,15.0,3.0,1976-06-13,45.0
889,Brandy Gardner,BrandyGardner@example.net,Uk,Headphones,7.0,1.0,1971-07-02,7.0
890,Christopher Wright,ChristopherWright@example.net,Canada,Phone,60.0,2.0,2000-06-20,120.0
891,Jeremy Tucker,JeremyTucker@example.net,Uk,Tablet,45.0,3.0,1994-05-14,135.0
892,Matthew Sheppard,MatthewSheppard@example.org,Bangladesh,Tablet,60.0,2.0,2007-12-23,120.0
893,Kevin Moyer,KevinMoyer@example.org,Usa,Monitor,40.0,3.0,2005-11-07,120.0
894,Raymond Rice,RaymondRice@example.com,Canada,Headphones,14.0,4.0,1981-04-17,56.0
895,Johnny Weaver,JohnnyWeaver@example.org,Bangladesh,Monitor,40.0,3.0,2006-01-03,120.0
896,Sheryl Frank,SherylFrank@example.org,Canada,Tablet,15.0,4.0,1977-06-05,60.0
897,Laura Grant,LauraGrant@example.com,Germany,Monitor,40.0,4.0,2007-09-10,160.0
898,Angela Mayer,AngelaMayer@example.com,Uk,Headphones,7.0,2.0,1971-01-09,14.0
899,Tiffany Romero,TiffanyRomero@example.org,Usa,Phone,80.0,4.0,2008-07-29,320.0
900,Ernest Rodriguez,ErnestRodriguez@example.org,Usa,Laptop,100.0,3.0,1970-10-25,300.0
901,Tammy Kelly,TammyKelly@example.com,Bangladesh,Tablet,75.0,2.0,2010-02-10,150.0
902,Barbara Vance,BarbaraVance@example.net,India,Monitor,20.0,3.0,1988-02-25,60.0
903,Jeff Wright,JeffWright@example.net,Usa,Tablet,60.0,2.0,2005-11-04,120.0
904,Daniel Martin,DanielMartin@example.net,Usa,Laptop,500.0,3.0,2017-09-19,1500.0
905,Terry Anderson,TerryAnderson@example.com,Germany,Tablet,90.0,3.0,2024-11-15,270.0
906,Mary Hall,MaryHall@example.org,India,Keyboard,25.0,3.0,2018-09-01,75.0
907,Angie Hill,AngieHill@example.org,Germany,Tablet,60.0,1.0,2002-04-04,60.0
908,Jeremy Fuller,JeremyFuller@example.org,Usa,Phone,100.0,3.0,2011-11-01,300.0
909,Frank Henderson,FrankHenderson@example.net,Usa,Monitor,20.0,4.0,1990-09-13,80.0
910,Veronica Williams,VeronicaWilliams@example.com,Bangladesh,Monitor,30.0,4.0,1999-10-14,120.0
911,Tyler Whitaker,TylerWhitaker@example.net,India,Phone,60.0,1.0,2000-08-04,60.0
912,Arthur Williams,ArthurWilliams@example.org,Usa,Headphones,14.0,3.0,1982-01-07,42.0
913,Brittney Mathews,BrittneyMathews@example.net,Uk,Headphones,28.0,2.0,2009-10-09,56.0
914,Peter Pierce,PeterPierce@example.net,India,Tablet,60.0,1.0,2002-04-27,60.0
915,Kelsey Melton,KelseyMelton@example.com,Bangladesh,Monitor,40.0,2.0,2001-05-09,80.0
916,Heather Garcia,HeatherGarcia@example.net,India,Laptop,600.0,1.0,2024-02-29,600.0
917,Steven Oconnor,StevenOconnor@example.org,Germany,Keyboard,5.0,4.0,1974-01-10,20.0
918,Richard Leach,RichardLeach@example.net,Germany,Monitor,50.0,3.0,2019-04-21,150.0
919,James Giles,JamesGiles@example.org,Germany,Phone,80.0,3.0,2008-01-15,240.0
920,Joshua Patton,JoshuaPatton@example.com,Usa,Keyboard,25.0,1.0,2012-10-23,25.0
921,Barry Hernandez,BarryHernandez@example.com,Usa,Tablet,45.0,1.0,1994-01-25,45.0
922,Steven Davis,StevenDavis@example.org,Usa,Keyboard,25.0,2.0,2018-01-27,50.0
923,Crystal Snyder,CrystalSnyder@example.net,Bangladesh,Monitor,50.0,4.0,2012-11-17,200.0
924,Seth Harrison,SethHarrison@example.org,Germany,Tablet,75.0,2.0,2015-06-02,150.0
925,Cheryl Marshall,CherylMarshall@example.com,Uk,Phone,80.0,3.0,2001-09-28,240.0
926,Linda Mccarthy,LindaMccarthy@example.org,India,Keyboard,20.0,3.0,2009-04-04,60.0
927,Chad King,ChadKing@example.com,Bangladesh,Monitor,50.0,1.0,2013-03-01,50.0
928,Isabel Mccarthy,IsabelMccarthy@example.net,Usa,Tablet,45.0,2.0,1991-03-07,90.0
929,Logan Paul,LoganPaul@example.com,Usa,Tablet,30.0,2.0,1981-08-02,60.0
930,Christine Freeman,ChristineFreeman@example.com,Usa,Tablet,60.0,4.0,2009-03-03,240.0
931,Mark Nichols,MarkNichols@example.org,Usa,Phone,100.0,1.0,2015-05-27,100.0
932,Christopher Wallace,ChristopherWallace@example.com,Uk,Monitor,60.0,4.0,2023-03-11,240.0
933,Sherry Hall,SherryHall@example.net,Uk,Monitor,60.0,1.0,2023-01-06,60.0
934,Jeffrey Delacruz,JeffreyDelacruz@example.net,Usa,Monitor,30.0,3.0,1994-11-28,90.0
935,Anthony Smith II,AnthonySmithII@example.com,India,Headphones,14.0,3.0,1986-08-05,42.0
936,Joseph Carter,JosephCarter@example.com,Canada,Headphones,14.0,4.0,1987-08-29,56.0
937,Maria Melendez,MariaMelendez@example.com,Uk,Headphones,35.0,2.0,2011-02-28,70.0
938,Rebecca Reyes,RebeccaReyes@example.org,Canada,Tablet,60.0,2.0,2009-08-11,120.0
939,Jason Haynes,JasonHaynes@example.com,Usa,Headphones,21.0,1.0,1992-06-11,21.0
940,Lori Jones,LoriJones@example.net,India,Phone,80.0,4.0,2008-06-24,320.0
941,Michael Lawrence,MichaelLawrence@example.com,Usa,Phone,20.0,4.0,1975-04-10,80.0
942,Charles Morrison,CharlesMorrison@example.net,Uk,Monitor,30.0,3.0,1995-10-15,90.0
943,David Adams,DavidAdams@example.net,Uk,Monitor,40.0,3.0,2008-10-08,120.0
944,Bryan Brown,BryanBrown@example.org,Usa,Laptop,100.0,2.0,1972-12-21,200.0
945,Jesse Oconnell PhD,JesseOconnellPhD@example.com,Canada,Tablet,75.0,2.0,2019-10-02,150.0
946,Brandi Oneal,BrandiOneal@example.com,Canada,Monitor,10.0,1.0,1978-05-25,10.0
947,Grant Cervantes,GrantCervantes@example.net,Usa,Headphones,7.0,3.0,1980-01-18,21.0
948,Bonnie Roman,BonnieRoman@example.com,Usa,Tablet,60.0,2.0,2004-11-19,120.0
949,Tyler Whitaker,TylerWhitaker@example.org,Usa,Phone,80.0,1.0,2001-10-05,80.0
950,Robert Ballard,RobertBallard@example.org,Usa,Laptop,600.0,3.0,2021-02-28,1800.0
951,Jeremy Tucker,JeremyTucker@example.org,Usa,Phone,80.0,1.0,2007-12-06,80.0
952,Tara Hernandez,TaraHernandez@example.com,India,Headphones,28.0,1.0,2003-11-16,28.0
953,Jessica Carlson,JessicaCarlson@example.com,Germany,Phone,120.0,3.0,2022-03-11,360.0
954,Valerie Glenn,ValerieGlenn@example.net,Uk,Monitor,50.0,4.0,2012-08-07,200.0
955,Cassandra Huber,CassandraHuber@example.org,Usa,Monitor,40.0,2.0,2008-08-04,80.0
956,Jeremy Tucker,JeremyTucker@example.net,India,Keyboard,5.0,3.0,1979-10-09,15.0
957,Rebecca Weaver,RebeccaWeaver@example.org,Bangladesh,Laptop,400.0,4.0,2006-02-07,1600.0
958,Erin Gonzalez,ErinGonzalez@example.org,Uk,Keyboard,15.0,2.0,1999-02-06,30.0
959,Maria Bryant,MariaBryant@example.com,India,Tablet,90.0,1.0,2025-02-12,90.0
960,Nicole Meyer,NicoleMeyer@example.org,Bangladesh,Phone,20.0,3.0,1977-10-29,60.0
961,Hunter Shannon,HunterShannon@example.org,Germany,Phone,60.0,1.0,1997-08-03,60.0
962,Mr. Clarence Drake,Mr.ClarenceDrake@example.net,Uk,Headphones,21.0,2.0,1996-05-12,42.0
963,Christopher Watkins,ChristopherWatkins@example.net,Usa,Headphones,35.0,2.0,2012-09-17,70.0
964,Jessica Delgado,JessicaDelgado@example.org,Uk,Keyboard,25.0,1.0,2019-10-11,25.0
965,Victor Adams,VictorAdams@example.net,Bangladesh,Tablet,60.0,2.0,2007-05-23,120.0
966,Jamie Clayton,JamieClayton@example.net,Usa,Laptop,600.0,1.0,2023-07-31,600.0
967,Jeremy Tucker,JeremyTucker@example.net,Usa,Tablet,75.0,2.0,2012-06-18,150.0
968,Patricia Lewis,PatriciaLewis@example.com,Germany,Tablet,15.0,4.0,1978-03-19,60.0
969,Robert Benson,RobertBenson@example.com,Usa,Monitor,40.0,2.0,2007-10-14,80.0
970,Gilbert Sanchez,GilbertSanchez@example.com,Uk,Keyboard,5.0,1.0,1979-09-18,5.0
971,Gina Leonard,GinaLeonard@example.com,Canada,Headphones,35.0,1.0,2013-06-20,35.0
972,Nicholas Morales,NicholasMorales@example.net,Bangladesh,Monitor,40.0,2.0,2006-08-16,80.0
973,Harry Barker,HarryBarker@example.net,Germany,Headphones,21.0,1.0,1993-11-17,21.0
974,Patricia Alvarez,PatriciaAlvarez@example.org,Uk,Phone,20.0,2.0,1974-08-12,40.0
975,Dawn Lawson,DawnLawson@example.org,India,Phone,80.0,1.0,2007-04-09,80.0
976,Heidi Gallagher,HeidiGallagher@example.net,India,Laptop,500.0,1.0,2018-10-23,500.0
977,Mason Hines,MasonHines@example.org,Usa,Phone,20.0,2.0,1979-01-12,40.0
978,Mariah Cunningham,MariahCunningham@example.net,Usa,Laptop,400.0,1.0,2005-09-02,400.0
979,Katherine Ramirez,KatherineRamirez@example.com,Usa,Headphones,42.0,1.0,2025-06-10,42.0
980,Thomas Lynn,ThomasLynn@example.com,Usa,Tablet,45.0,1.0,1993-02-23,45.0
981,Julie Nguyen,JulieNguyen@example.org,Uk,Laptop,600.0,1.0,2020-06-12,600.0
982,Christopher Welch,ChristopherWelch@example.org,Germany,Monitor,40.0,3.0,2003-12-02,120.0
983,John Anderson,JohnAnderson@example.org,Germany,Headphones,28.0,1.0,2007-01-22,28.0
984,Abigail Lester,AbigailLester@example.com,Uk,Headphones,35.0,3.0,2012-11-05,105.0
985,Christopher Clark,ChristopherClark@example.com,Usa,Phone,100.0,1.0,2012-04-02,100.0
986,Ashley Colon,AshleyColon@example.com,Usa,Monitor,40.0,1.0,2002-11-22,40.0
987,Bonnie Carr,BonnieCarr@example.net,Usa,Monitor,30.0,3.0,2000-02-05,90.0
988,Andrea Thomas,AndreaThomas@example.net,Bangladesh,Monitor,10.0,2.0,1980-10-19,20.0
989,Maria Stewart,MariaStewart@example.com,Uk,Tablet,45.0,4.0,1997-05-01,180.0
990,Carolyn Hubbard,CarolynHubbard@example.org,Uk,Monitor,10.0,2.0,1979-12-13,20.0
991,Shannon Wilson,ShannonWilson@example.net,India,Headphones,28.0,2.0,2001-03-03,56.0
992,Douglas Ayala,DouglasAyala@example.com,Uk,Keyboard,25.0,4.0,2010-06-30,100.0
993,Penny Thomas,PennyThomas@example.net,Uk,Headphones,7.0,1.0,1970-06-14,7.0
994,John Dennis,JohnDennis@example.net,Uk,Monitor,60.0,2.0,2022-04-23,120.0
995,Elizabeth Kemp,ElizabethKemp@example.com,Canada,Phone,20.0,2.0,1980-09-30,40.0
996,Jesse Ortiz,JesseOrtiz@example.com,Usa,Tablet,15.0,2.0,1973-07-09,30.0
997,Thomas Carlson,ThomasCarlson@example.com,Germany,Tablet,45.0,3.0,1994-09-27,135.0
998,Amber Hill,AmberHill@example.net,Usa,Monitor,40.0,3.0,2007-11-18,120.0
999,Dr. Kristen Miller DVM,Dr.KristenMillerDVM@example.org,Usa,Monitor,50.0,4.0,2013-09-13,200.0
